 Sartor G.	['Bengio Y.', 'Courville A.', 'Pineau J.', 'Serban I.V.', 'Sordoni A.', 'Lowe R.', 'Charlin L.', 'Pineau J.', 'Courville A.', 'Bengio Y.', 'Tian Z.', 'Yan R.', 'Mou L.', 'Song Y.', 'Feng Y.', 'Zhao D.', 'Xing C.', 'Wu Y.', 'Wu W.', 'Huang Y.', 'Zhou M.', 'Zhang H.', 'Lan Y.', 'Pang L.', 'Guo J.', 'Cheng X.', 'Vaswani A.', 'Shazeer N.', 'Parmar N.', 'Uszkoreit J.', 'Jones L.', 'Gomez A.N.', 'Polosukhin I.', 'Zhou H.', 'Zheng C.', 'Huang K.', 'Huang M.', 'Zhu X.', 'Speer R.', 'Havasi C.', 'Devlin J.', 'Lee K.', 'Toutanova K.', 'Shaw P.', 'Uszkoreit J.', 'Vaswani A.', 'Papineni K.', 'Roukos S.', 'Ward T.', 'Zhu W.J.', 'Li J.', 'Galley M.', 'Brockett C.', 'Gao J.', 'Dolan B.', 'Li Y.']
 Satapathy R.	['Zhou J.', 'Cui G.', 'Zhang Z.', 'Yang C.', 'Liu Z.', 'Wang L.', 'Li C.', 'Sun M.', 'Anagha M.', 'Kumar R.R.', 'Sreetha K.', 'Raj P.C.', 'Sathe J.B.', 'Mali M.P.', 'Biltawi M.', 'Etaiwi W.', 'Tedmori S.', 'Shaout A.', 'Kumari U.', 'Sharma A.K.', 'Soni D.', 'Thein Y.', 'Khin T.N.', 'York NY', 'Singh S.N.', 'Sarraf T.', 'Ramadhan W.P.', 'Novianty S.T.M.T.', 'Setianingsih S.T.M.T.', 'Chakraborty S.']
 Satori K.	['Porello D.', 'Righetti G.', 'Troquard N.', 'Confalonieri R.', 'Weyde T.', 'Besold T.R.', 'Confalonieri R.', 'Weyde T.', 'Besold T.R.', 'Confalonieri R.', 'Coba L.', 'Wagner B.', 'Besold T.R.', 'Craven M.W.', 'Craven M.W.', 'Shavlik J.W.', 'Garcez A.S.', 'Broda K.', 'Gabbay D.M.', 'Dhurandhar A.', 'Shanmugam K.', 'Luss R.', 'Olsen P.A.', 'Donders F.C.', 'Velez F.', 'Kim B.', 'Rosch E.', 'Carolyn B.', 'Mervis C.B.', 'Gray W.D.', 'Johnson D.M.', 'Penny J.L.', 'Braem P.', 'Eppe M.', 'Maclean E.', 'Confalonieri R.', 'Kutz O.', 'Schorlemmer M.', 'Plaza E.', 'Garcez A.D.', 'Besold T.R.']
 Schaffernicht E.	['Ryan C.', 'Cattolico M.', 'Murphy G.', 'Ryan C.', 'Howard D.', 'Murphy G.', 'Ryan C.', 'Schmidt M.D.', 'Lipson H.', 'Vanneschi L.', 'Bakurov I.', 'Castelli M.', 'Westerberg C.H.', 'Levine J.', 'Moore J.H.', 'White B.C.', 'Ahmad H.', 'Helmuth T.', 'Tanev I.', 'Kuyucu T.', 'Shimohara K.', 'Matheus C.J.', 'Altenberg L.', 'Vafaie H.', 'Jong K.', 'Sherrah J.', 'Bogner R.E.', 'Bouzerdoum B.', 'Hinchliffe M.', 'Hiden H.', 'Kay B.', 'Willis M.', 'Tham M.', 'Barton G.', 'Sherrah J.R.', 'Bogner R.E.', 'Bouzerdoum A.', 'Michalski R.S.', 'Willis M.J.', 'Hiden H.G.', 'Montague G.A.', 'Willis M.', 'Hiden H.', 'Hinchliffe M.', 'Kay B.', 'Barton G.W.', 'Bleuler S.', 'Brack M.', 'Thiele L.', 'Zitzler E.', 'Krawiec K.', 'Krawiec K.', 'Zhang Y.', 'Rockett P.I.', 'Li Y.', 'Wei X.', 'Searson D.', 'Willis M.', 'Montague G.', 'Zhang Y.', 'Rockett P.I.', 'Feng Y.', 'Searson D.P.', 'Leahy D.E.', 'Willis M.J.', 'Morrison G.A.', 'Searson D.P.', 'Willis M.J.', 'Guo L.', 'Rivero D.', 'Dorado J.', 'Munteanu C.R.', 'Pazos A.', 'Conaghy T.', 'Gandomi A.H.', 'Alavi A.H.', 'Gandomi A.H.', 'Alavi A.H.', 'Icke I.', 'Bongard J.C.', 'Shao L.', 'Liu L.', 'Li X.', 'Ingalalli V.', 'Silva S.', 'Castelli M.', 'Vanneschi L.', 'Melo V.V.', 'Arnaldo I.', 'Krawiec K.', 'Garg A.', 'Tai K.', 'Silva S.', 'Trujillo L.', 'Arnaldo I.', 'Veeramachaneni K.']
 Schimanski B.	['Weston J.', 'Minervini P.', 'Bosnjak M.', 'Riedel S.', 'Nickel M.', 'Kiela D.', 'Nickel M.', 'Tresp V.', 'Palumbo E.', 'Rizzo G.', 'Troncy R.', 'Baralis E.', 'Osella M.', 'Ferro E.', 'Phan N.', 'Dou D.', 'Wang H.', 'Kil D.']
 Schmidt S.	['Arya V.']
 Schon C.	['Evans C.', 'Paritosh P.', 'Bordes A.', 'Glorot X.', 'Weston J.', 'Bordes A.', 'Weston J.', 'Collobert R.', 'Palmerini T.', 'Benedetto U.', 'Reggiani L.', 'Snidaro L.', 'Visentini I.', 'Bryan K.', 'Marini S.', 'Trifoglio E.', 'Barbarini N.', 'Parra P.', 'Tauler P.', 'Veny M.', 'Yu T.', 'Li J.', 'Yu Q.', 'Rao D.']
 Schroeder M.	['Domingos P.', 'Maaten L.V.D.', 'Hinton G.', 'Armstrong D.M.', 'Barlett P.L.', 'Mendelson S.', 'Goodfellow I.', 'Bengio Y.', 'Courville A.', 'Goodman N.', 'Harman G.', 'Kulkarni S.', 'Orallo J.', 'Orallo J.', 'Dowe D.L.', 'Hornik K.', 'Stinchcombe M.', 'White H.', 'Lewis D.K.', 'Nagel T.', 'Nagel T.', 'Price H.', 'Price H.', 'Quine W.V.O.', 'Schmidhuber J.', 'Shea N.', 'Vapnik V.N.', 'Vapnik V.N.', 'Chervonenkis A.Y.', 'Witten I.H.', 'Frank E.', 'Hall M.A.', 'Pal C.J.', 'Zhang C.', 'Bengio S.', 'Hardt M.', 'Recht B.', 'Vinyals O.', 'Malm L.A.', 'Hultman A.', 'Enstrom J.', 'Yan X.P.']
 Schuecker J.	['Yang Y.']
 Schulz H.	['Jia Y.']
 Sebastiani R.	['Deng L.', 'Acero A.', 'Heck L.', 'Schwartz R.', 'Sap M.', 'Konstas I.', 'Zilles L.', 'Choi Y.', 'Smith N.A.', 'Zhu Y.', 'Kiros R.', 'Zemel R.', 'Salakhutdinov R.', 'Urtasun R.', 'Torralba A.', 'Fidler S.', 'Lai G.', 'Xie Q.', 'Liu H.', 'Yang Y.', 'Hovy E.', 'Krizhevsky A.', 'Sutskever I.', 'Hinton G.E.', 'Farabet C.', 'Couprie C.', 'Najman L.', 'Cun Y.', 'Tompson J.J.', 'Jain A.', 'Cun Y.', 'Bregler C.', 'Szegedy C.', 'Collobert R.', 'Weston J.', 'Bottou L.', 'Karlen M.', 'Kavukcuoglu K.', 'Kuksa P.', 'Bordes A.', 'Chopra S.', 'Weston J.', 'Jean S.', 'Cho K.', 'Memisevic R.', 'Bengio Y.', 'Sutskever I.', 'Vinyals O.', 'Le Q.V.', 'Mikolov T.', 'Deoras A.', 'Povey D.', 'Burget L.', 'Hinton G.', 'Sainath T.N.', 'Kingsbury B.', 'Ramabhadran B.', 'Kam K.', 'Haykin S.', 'Ribeiro M.T.', 'Singh S.', 'Guestrin C.', 'Caruana R.', 'Lou Y.', 'Gehrke J.', 'Koch P.', 'Sturm M.', 'Elhadad N.', 'Baehrens D.', 'Schroeter T.']
 Sedov V.	['Hitzler P.', 'Lehmann J.', 'Isele R.', 'Jakob M.', 'Jentzsch A.', 'Kontokostas D.', 'Mendes P.N.', 'Hellmann S.', 'Bizer C.', 'Lipton Z.C.', 'Lundberg S.M.', 'Mehrabi N.', 'Morstatter F.', 'Saxena N.', 'Lerman K.', 'Galstyan A.', 'Miller G.A.', 'Miller T.', 'Mulwad V.', 'Finin T.', 'Joshi A.', 'Mulwad V.', 'Finin T.', 'Joshi A.', 'Nunes I.', 'Jannach D.', 'Panigutti C.', 'Perotti A.', 'Pedreschi D.']
 Serrano E.	['Roth D.', 'Bordes A.', 'Usunier N.', 'Duran A.', 'Weston J.', 'Yakhnenko O.', 'Sinha K.', 'Sodhani S.', 'Dong J.', 'Pineau J.', 'Hamilton W.L.', 'Cho K.', 'Gulcehre C.', 'Bahdanau D.', 'Bougares F.', 'Schwenk H.', 'Bengio Y.', 'Dries A.', 'Kimmig A.', 'Meert W.', 'Renkens J.', 'Broeck G.', 'Vlasselaer J.', 'Raedt L.', 'Paszke A.', 'Gross S.', 'Chintala S.', 'Chanan G.', 'Yang E.', 'Vito Z.', 'Lin Z.', 'Lerer A.', 'Hammer B.', 'Hitzler P.', 'Kalinke Y.', 'Raedt L.', 'Manhaeve R.', 'Dumancic S.', 'Demeester T.', 'Kimmig A.', 'Singh S.', 'Riedel S.']
 Shah S.	['Brown G.', 'Schulz S.', 'Urban J.', 'Alaya N.', 'Yahia S.B.', 'Lamolle M.', 'Liang J.H.', 'Ganesh V.', 'Poupart P.', 'Czarnecki K.', 'Lagoudakis M.G.', 'Littman M.L.', 'Samulowitz H.', 'Memisevic R.', 'Vancouver BC', 'Silva J.', 'Gasse F.', 'Haarslev V.', 'Baader F.', 'Calvanese D.', 'Guinness D.', 'Nardi D.', 'Schneider P.F.', 'Cambridge MA', 'Andrew B.', 'Seattle WA', 'Horrocks I.R.', 'Sirin E.', 'Grau B.C.', 'Parsia B.', 'Kolb S.', 'Teso S.', 'Passerini A.', 'Raedt L.', 'Sharma A.', 'Goolsbey K.M.', 'Francisco CA', 'Schneider P.F.', 'Haarslev V.', 'Seattle WA', 'Donini F.M.', 'Massacci F.', 'Mehri R.', 'Haarslev V.']
 Shen B.	['Tenenbaum J.', 'Benthem J.', 'Velde F.', 'Kamps M.', 'Gelder T.', 'Gelder T.', 'Gelder T.', 'Wagner E.G.', 'Watter M.', 'Springenberg J.', 'Boedecker J.', 'Riedmiller M.', 'Wellman H.M.', 'Gelman S.A.', 'Whiting D.', 'Wisniewski E.J.', 'Medin D.L.', 'Wolfram S.', 'Wong Y.W.', 'Mooney R.J.', 'Woods W.A.', 'Woods W.A.', 'Xu F.', 'Xu F.', 'Tenenbaum J.', 'Yildirim I.', 'Jacobs R.A.', 'Yildirim I.', 'Jacobs R.A.', 'Yildirim I.', 'Jacobs R.A.', 'Zettlemoyer L.S.', 'Collins M.', 'Zhang Z.', 'Cui P.', 'Zhu W.', 'Zylberberg A.', 'Dehaene S.', 'Roelfsema P.R.']
 Shen H.-W.	['Ibrahim N.J.', 'Wang G.', 'Qiao J.', 'Bi J.', 'Liu C.', 'Kim Y.', 'Svozil D.', 'Kvasnicka V.', 'Pospichal J.', 'Pourjavad E.', 'Mayorga R.V.', 'Fukushima K.', 'Chen Y.', 'Yousuf H.', 'Salloum S.', 'Gangadharan V.', 'Gupta D.', 'Amritha L.', 'Athira T.A.', 'Pennington J.', 'Socher R.', 'Manning C.', 'Mikolov T.', 'Sutskever I.', 'Chen K.', 'Corrado G.', 'Dean J.', 'Sabery F.', 'Hair A.', 'Saswat A.', 'Edmund K.', 'Yueh C.T.', 'John C.', 'Myra B.', 'Wolfgang G.', 'Mark H.', 'Phil M.M.', 'Borges M.', 'Amorim M.D.']
 Shen Y.	['Riguzzi F.', 'Extraction LNCS', 'Fadja A.', 'Riguzzi F.', 'Fadja A.', 'Riguzzi F.', 'Lamma E.', 'Niu F.', 'Doan A.', 'Shavlik J.', 'Pearl J.', 'Poole D.', 'Przymusinski T.C.', 'Raedt L.D.', 'Dries A.', 'Thon I.', 'Broeck G.V.', 'Verbeke M.', 'Raman V.', 'Ravikumar B.', 'Rao S.S.', 'Riguzzi F.', 'Riguzzi F.', 'Riguzzi F.', 'Bellodi E.', 'Lamma E.', 'Zese R.', 'Cota G.', 'Riguzzi F.', 'Lamma E.', 'Alberti M.', 'Bellodi E.', 'Zese R.', 'Cota G.', 'Riguzzi F.', 'Swift T.', 'Riguzzi F.', 'Swift T.', 'Rooshenas A.', 'Lowd D.', 'Sang T.', 'Beame P.', 'Kautz H.A.', 'Sato T.']
 Shi J.	['Smits G.F.', 'Hertog D.', 'Aerts D.', 'Beltran L.', 'Beltran L.', 'Bianchi M.S.', 'Sozzo S.', 'Veloz T.', 'Anderson J.R.', 'Anderson J.R.', 'Anderson J.R.', 'Lebiere C.', 'Mahwah NJ', 'Anderson J.R.', 'Reder L.M.', 'Anderson J.R.', 'Schooler L.J.', 'Arora N.', 'West R.', 'Brook A.', 'Kelly M.A.', 'Asher N.', 'Dutt V.', 'Gonzalez C.', 'Bhatia S.', 'Bhatia S.', 'Richie R.']
 Shi Y.	['Hu Z.', 'Ma X.', 'Liu Z.', 'Hovy E.', 'Xing E.', 'Xu J.', 'Zhang Z.', 'Friedman T.', 'Liang Y.', 'Darwiche A.', 'Marra G.', 'Giannini F.', 'Diligenti M.', 'Maggini M.', 'Marco G.', 'Neves J.', 'Gomes S.', 'Vicente H.', 'Santos M.', 'Neves J.', 'Machado J.', 'Novais P.', 'Wang J.', 'Wang Z.', 'Zhang D.', 'Yan J.', 'Nakatsuji M.', 'Manhaeve R.', 'Dumancic S.', 'Kimmig A.', 'Demeester T.', 'Raedt L.', 'Raedt L.D.', 'Frasconi P.', 'Kersting K.', 'Riedel S.', 'Minervini P.', 'Bosnjak M.', 'Riedel S.', 'Cohen W.', 'Fan Y.', 'Mazaitis K.R.', 'Ma X.', 'Hovy E.', 'Lin G.', 'Shen C.', 'Schwing A.', 'Yuille A.', 'Urtasun R.', 'Klement E.', 'Mesiar R.', 'Pap E.', 'Giannini F.', 'Diligenti M.', 'Gori M.', 'Maggini M.', 'Sen P.', 'Namata G.', 'Bilgic M.', 'Getoor L.']
 Shi Z.	['Bologna G.', 'Hayashi Y.', 'Vancouver BC', 'Tran S.N.', 'Garcez A.', 'Biswas S.K.', 'Chakraborty M.', 'Singh H.R.', 'Devi D.', 'Purkayastha B.', 'Das A.K.', 'Supriya B.N.', 'Kallimani V.', 'Prakash S.', 'Akki C.B.', 'Haque M.A.', 'Rahman T.', 'Shirdastian H.', 'Laroche M.', 'Mansour R.', 'Hady M.F.A.', 'Hosam E.', 'Amr H.', 'Ashour A.', 'Bao Y.', 'Quan C.', 'Wang L.', 'Ren F.', 'Keshavarz H.', 'Belkhouche B.', 'Zaki N.', 'Medhat W.', 'Hassan A.', 'Korashy H.', 'Khan A.', 'Khan F.', 'Le B.', 'Nguyen H.', 'Saraswat M.', 'Speriosu M.', 'Sudan N.', 'Upadhyay S.', 'Baldridge J.', 'Masud F.', 'Khan A.', 'Ahmad S.', 'Ahmad S.', 'Khan A.', 'Purushotham S.', 'Liu Y.', 'Adler P.', 'Ribeiro M.T.', 'Ross A.S.', 'Hughes M.C.', 'Velez F.', 'Koh P.W.', 'Liang P.', 'Lundberg S.', 'Lee S.I.', 'Lei N.', 'Su K.', 'Cui L.', 'Yau S.T.', 'Gu X.D.', 'Lu Y.', 'Zhong A.', 'Li Q.', 'Dong B.', 'Wang G.', 'Ye J.C.', 'Han Y.', 'Cha E.', 'Mehta P.', 'Schwab D.J.', 'Fan F.', 'Cong W.', 'Wang G.']
 Shum P.	['Johns B.T.', 'Taler V.', 'Pisoni D.B.', 'Farlow M.R.', 'Hake A.M.', 'Kareken D.A.', 'Unverzagt F.W.', 'Jones M.N.', 'Jones M.N.', 'Kintsch W.', 'Mewhort D.J.K.', 'Jones M.N.', 'Mewhort D.J.K.', 'Kanerva P.', 'Cambridge MA', 'Kanerva P.', 'Kant I.', 'Indianapolis IN', 'Kelly M.A.', 'Blostein D.', 'Mewhort D.J.K.', 'Kelly M.A.', 'Ghafurian M.', 'West R.L.', 'Reitter D.']
 Si C.	['Liu Z.', 'Nathani D.', 'Chauhan J.', 'Sharma C.', 'Kaul M.', 'Neelakantan A.', 'Roth B.', 'Callum A.', 'Nguyen D.Q.', 'Nguyen T.D.', 'Nguyen D.Q.', 'Phung D.Q.', 'Nguyen D.Q.', 'Vu T.', 'Nguyen T.D.', 'Nguyen D.Q.', 'Phung D.Q.', 'Nickel M.', 'Rosasco L.', 'Poggio T.A.', 'Rossi A.', 'Firmani D.', 'Matinata A.', 'Merialdo P.', 'Barbosa D.', 'Schlichtkrull M.S.', 'Kipf T.N.', 'Bloem P.', 'Berg R.', 'Titov I.', 'Schweighofer N.', 'Doya K.', 'Shen Y.', 'Chen J.', 'Huang P.', 'Guo Y.', 'Gao J.', 'Sutton R.S.', 'Barto A.G.', 'Sutton R.S.', 'Allester D.A.', 'Singh S.P.', 'Mansour Y.', 'Toutanova K.', 'Chen D.', 'Pantel P.']
 Siebert S.	['Xiong N.', 'Folke M.', 'Montani S.', 'Segura B.', 'Morales A.', 'Juarez J.M.', 'Campos M.', 'Palacios F.', 'Rush B.', 'Celi L.A.', 'Stone D.J.', 'Zolhavarieh S.', 'Parry D.', 'Tian Y.', 'Araki K.', 'Sagar A.D.', 'Najam A.', 'Bengio Y.', 'Grandvalet Y.', 'Culloch C.E.', 'Shi G.', 'Cowell R.G.', 'Dawid P.', 'Lauritzen S.L.', 'Spiegelhalter D.J.', 'Hearst M.A.', 'Dumais S.T.']
 Silva S.	['Hochreiter S.', 'Schmidhuber J.', 'Hoshino O.', 'Usuba N.', 'Kashimori Y.', 'Kambara T.', 'Hupkes D.', 'Dankers V.', 'Mul M.', 'Bruni E.', 'Hupkes D.', 'Singh A.', 'Korrel K.', 'Kruszewski G.', 'Bruni E.', 'Jaeggi S.M.', 'Buschkuehl M.', 'Jonides J.', 'Perrig W.J.', 'Jensen O.', 'Kalyan A.', 'Mohta A.', 'Polozov O.', 'Batra D.', 'Jain P.', 'Gulwani S.', 'Kamp H.', 'Partee B.', 'Katz G.E.', 'Davis G.P.', 'Gentili R.J.', 'Reggia J.A.', 'Kipf T.', 'Li Y.', 'Dai H.', 'Zambaldi V.', 'Gonzalez A.', 'Grefenstette E.', 'Lake B.M.', 'Lake B.', 'Baroni M.', 'Lake B.M.', 'Ullman T.D.', 'Tenenbaum J.B.', 'Gershman S.J.', 'Loula J.', 'Baroni M.', 'Lake B.M.', 'Manohar S.G.', 'Zokaei N.', 'Fallon S.J.', 'Vogels T.', 'Husain M.', 'Marcus G.', 'Marcus G.', 'Masse N.Y.', 'Grant G.D.', 'Freedman D.J.', 'Miconi T.', 'Stanley K.', 'Clune J.', 'Miller P.', 'Mongillo G.', 'Barak O.', 'Tsodyks M.', 'Nefdt R.M.', 'Oberauer K.', 'Pelletier F.J.', 'Pham T.', 'Tran T.', 'Venkatesh S.', 'Piantadosi S.T.', 'Tenenbaum J.B.', 'Goodman N.D.', 'Plate T.A.', 'Rajan K.', 'Harvey C.D.', 'Tank D.W.', 'Reggia J.A.', 'Katz G.E.', 'Davis G.P.', 'Reggia J.A.', 'Katz G.E.', 'Davis G.P.', 'Reverberi C.']
 Simari G.I.	['Paredes J.N.', 'Simari G.I.', 'Martinez M.V.', 'Falappa M.A.', 'Shao C.', 'Ciampaglia G.L.', 'Varol O.', 'Flammini A.', 'Menczer F.', 'Agarwal R.', 'Barve S.', 'Shukla S.K.', 'Spagnuolo M.', 'Maggi F.', 'Zanero S.', 'Gottlob G.', 'Lukasiewicz T.', 'Paredes J.N.', 'Simari G.I.', 'Martinez M.V.', 'Falappa M.A.', 'Wang W.Y.', 'Chakrabarti D.', 'Zhan Y.', 'Faloutsos C.', 'Khorasani F.', 'Gupta R.', 'Bhuyan L.N.', 'Rogerio C.', 'Kolaitis P.G.', 'Miller R.J.', 'Konieczny S.', 'Falappa M.A.', 'Isberner G.', 'Reis M.D.L.', 'Simari G.R.', 'Falappa M.A.', 'Isberner G.', 'Simari G.R.', 'Lukasiewicz T.', 'Martinez M.V.', 'Simari G.I.', 'Deagustini C.A.D.', 'Martinez M.V.', 'Falappa M.A.', 'Simari G.R.', 'Deagustini C.A.D.']
 Sioutis M.	['Chen X.J.', 'Zhang X.K.', 'Aidi S.', 'Jianxin C.', 'Ferdaus M.M.', 'Anavatti S.G.', 'Pratama M.', 'Garratt M.A.', 'Santoso F.', 'Garratt M.A.', 'Anavatti S.G.', 'Craven P.J.', 'Sutton R.', 'Burns R.S.', 'Daranda A.', 'Zhang G.C.', 'Ren G.', 'Reeves C.', 'Roy A.', 'Manna A.', 'Maity S.', 'Barma P.S.', 'Dutta J.', 'Mukherjee A.', 'Jie L.', 'Ying X.', 'Mao W.', 'Velasco F.J.', 'Rueda T.M.', 'Lopez E.', 'Moyano E.', 'Kato M.', 'Yamamoto T.', 'Fujisawa S.', 'Kawafuku R.', 'Sasaki M.', 'Kato S.', 'Burns R.S.', 'Richter R.']
 Soh H.	['Toivonen H.', 'Diligenti M.', 'Gori M.', 'Sacca C.', 'Ding L.', 'Liya D.', 'Dong H.', 'Mao J.', 'Lin T.', 'Wang C.', 'Li L.', 'Zhou D.', 'Dong X.', 'Gabrilovich E.', 'Heitz G.', 'Horn W.', 'Lao N.', 'Murphy K.', 'Strohmann T.', 'Zhang W.', 'Dong Y.', 'Chawla N.V.', 'Swami A.', 'Dwivedi V.P.', 'Joshi C.K.', 'Laurent T.', 'Bengio Y.', 'Bresson X.', 'Eisner J.', 'Filardo N.W.', 'Evans R.', 'Grefenstette E.', 'Evans R.', 'Saxton D.', 'Amos D.', 'Kohli P.', 'Grefenstette E.', 'Fadja A.N.', 'Lamma E.', 'Riguzzi F.', 'Feng Y.', 'You H.', 'Zhang Z.', 'Ji R.', 'Gao Y.', 'Fey M.', 'Lenssen J.E.', 'Fu T.Y.', 'Lee W.C.', 'Lei Z.', 'Gallaire H.', 'Minker J.', 'Nicolas J.M.', 'Garcez A.', 'Gori M.', 'Lamb L.', 'Serafini L.', 'Spranger M.', 'Tran S.', 'Garcez A.S.A.', 'Zaverucha G.', 'Getoor L.', 'Taskar B.', 'Gilmer J.', 'Schoenholz S.S.', 'Riley P.F.', 'Vinyals O.', 'Dahl G.E.', 'Glorot X.', 'Bengio Y.', 'Gong L.', 'Cheng Q.', 'Graves A.', 'Wayne G.', 'Danihelka I.', 'Graves A.', 'Wayne G.', 'Reynolds M.', 'Harley T.', 'Danihelka I.', 'Colmenarejo S.G.', 'Agapiou J.', 'Hamilton W.', 'Ying Z.', 'Leskovec J.', 'Helma C.', 'King R.D.', 'Kramer S.', 'Srinivasan A.', 'Hill P.']
 Sordoni A.	['Jia Y.']
 Srinivasan A.	['Harmelen F.', 'Lifschitz V.', 'Porter B.', 'Weber M.', 'Wellman M.P.', 'Breese J.S.', 'Goldman R.P.', 'Winograd T.', 'Xu K.', 'Hu W.', 'Leskovec J.', 'Jegelka S.', 'Zhang W.', 'Paudel B.', 'Zhang W.', 'Bernstein A.', 'Chen H.', 'Manhaeve R.', 'Dumancic S.', 'Kimmig A.', 'Demeester T.', 'Raedt L.', 'Kahneman D.', 'Santoro A.', 'Raposo D.', 'Barrett D.G.', 'Malinowski M.', 'Pascanu R.', 'Battaglia P.', 'Lillicrap T.', 'Raedt L.', 'Kersting K.', 'Natarajan S.', 'Poole D.', 'Getoor L.', 'Taskar B.', 'Raedt L.', 'Kimmig A.', 'Garcez A.S.D.', 'Broda K.B.', 'Gabbay D.M.', 'Riedel S.', 'Riedel S.', 'Cohen W.W.', 'Yang F.', 'Mazaitis K.R.', 'Raedt L.', 'Manhaeve R.', 'Dumancic S.', 'Demeester T.', 'Kimmig A.', 'Raedt L.', 'Kimmig A.', 'Toivonen H.', 'Cun Y.', 'Bottou L.', 'Bengio Y.', 'Haffner P.', 'Lloyd J.W.', 'Gelder A.', 'Ross K.A.']
 Stenning K.	['Koch M.', 'Mller S.', 'Helbing D.', 'Clevert D.', 'Unterthiner T.', 'Hochreiter S.', 'Tao D.', 'Luo Y.', 'Wen Y.', 'Richardson M.', 'Burges C.J.C.', 'Renshaw E.', 'Ostermann S.', 'Roth M.', 'Modi A.', 'Thater S.', 'Pinkal M.', 'Mostafazadeh N.', 'Chambers N.', 'He X.', 'Parikh D.', 'Batra D.', 'Vanderwende L.', 'Kohli P.', 'Allen J.F.', 'Lin H.', 'Sun L.', 'Han X.', 'Chaturvedi S.', 'Peng H.', 'Roth D.', 'Wang B.', 'Liu K.', 'Zhao J.', 'Srinivasan S.', 'Arora R.', 'Riedl M.O.', 'Li Q.', 'Li Z.', 'Gu Y.', 'Jatowt A.', 'Yang Z.', 'Radford A.', 'Narasimhan K.', 'Salimans T.', 'Sutskever I.', 'Sun K.', 'Yu D.', 'Yu D.', 'Cardie C.', 'Bowman S.R.', 'Angeli G.', 'Potts C.', 'Manning C.D.', 'Williams A.', 'Nangia N.', 'Bowman S.R.', 'Pan S.J.', 'Yang Q.', 'Tzeng E.', 'Hoffman J.', 'Saenko K.', 'Darrell T.', 'Hermann K.M.', 'Kocisky T.', 'Grefenstette E.', 'Espeholt L.', 'Kay W.', 'Suleyman M.']
 Stolzenburg F.	['Xiong N.', 'Folke M.', 'Montani S.', 'Segura B.', 'Morales A.', 'Juarez J.M.', 'Campos M.', 'Palacios F.', 'Rush B.', 'Celi L.A.', 'Stone D.J.', 'Zolhavarieh S.', 'Parry D.', 'Tian Y.', 'Araki K.', 'Sagar A.D.', 'Najam A.', 'Bengio Y.', 'Grandvalet Y.', 'Culloch C.E.', 'Shi G.', 'Cowell R.G.', 'Dawid P.', 'Lauritzen S.L.', 'Spiegelhalter D.J.', 'Hearst M.A.', 'Dumais S.T.', 'Evans C.', 'Paritosh P.', 'Bordes A.', 'Glorot X.', 'Weston J.', 'Bordes A.', 'Weston J.', 'Collobert R.', 'Palmerini T.', 'Benedetto U.', 'Reggiani L.', 'Snidaro L.', 'Visentini I.', 'Bryan K.', 'Marini S.', 'Trifoglio E.', 'Barbarini N.', 'Parra P.', 'Tauler P.', 'Veny M.', 'Yu T.', 'Li J.', 'Yu Q.', 'Rao D.']
 Stopforth R.	['Riedel S.', 'Stenetorp P.', 'Grefenstette E.', 'Neelakantan A.', 'Roth B.', 'Callum A.', 'Nguyen D.Q.', 'Nguyen D.Q.', 'Nguyen T.D.', 'Phung D.', 'Pennington J.', 'Socher R.', 'Manning C.', 'Raghu D.', 'Gupta N.', 'Richardson M.', 'Domingos P.', 'Ristoski P.', 'Paulheim H.', 'Riedel S.', 'Beach CA', 'Riedel S.', 'Singh S.', 'Riedel S.', 'Serafini L.', 'Garcez A.', 'Serafini L.', 'Garcez A.', 'Serafini L.', 'Garcez A.', 'City NY', 'Shastri L.', 'Shastri L.', 'Socher R.', 'Chen D.', 'Manning C.D.', 'Ng A.Y.', 'Sukhbaatar S.', 'Szlam A.', 'Weston J.', 'Fergus R.', 'Towell G.G.', 'Shavlik J.W.', 'Trouillon T.', 'Welbl J.', 'Riedel S.', 'Gaussier E.', 'Bouchard G.', 'City NY', 'Wang Q.', 'Mao Z.', 'Wang B.', 'Guo L.', 'Wang Z.', 'Zhang J.', 'Feng J.', 'Chen Z.', 'Weston J.', 'Chopra S.']
